LOT,ID,TYPE,CRITIQUE_ARGENT,FR_ACTUEL,VARIABLES,VARIABLES_IMPLICITES,FR_STT_VARIANTS,DIOULA,DIOULA_VARIANTES_STT,VALIDE_PAR,STATUT,NOTES_MANUS,NOTES_CLAUDE
2-DECOR,CLIP_UI_010,TTS_OUTPUT,non,Combien tu as en caisse ce matin ?,,,,,,,A_TRADUIRE,,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
2-DECOR,CLIP_UI_011,TTS_OUTPUT,non,Commande annulée,,,,,,,A_TRADUIRE,,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
2-DECOR,CLIP_UI_012,TTS_OUTPUT,non,Commande marquée comme livrée,,,,,,,A_TRADUIRE,,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
2-DECOR,CLIP_UI_013,TTS_OUTPUT,non,Commande refusée.,,,,,,,A_TRADUIRE,,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
2-DECOR,CLIP_UI_014,TTS_OUTPUT,non,Commandes livrées,,,,,,,A_TRADUIRE,,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
2-DECOR,CLIP_UI_015,TTS_OUTPUT,non,Commandes urgentes,,,,,,,A_TRADUIRE,,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
2-DECOR,CLIP_UI_016,TTS_OUTPUT,non,Connexion refusée. Vérifie tes identifiants.,,,,,,,A_TRADUIRE,,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
2-DECOR,CLIP_UI_017,TTS_OUTPUT,non,Connexion rétablie,,,,,,,A_TRADUIRE,,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
2-DECOR,CLIP_UI_018,TTS_OUTPUT,non,Contact mis à jour,,,,,,,A_TRADUIRE,,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
2-DECOR,CLIP_UI_019,TTS_OUTPUT,non,Contre-offre refusée.,,,,,,,A_TRADUIRE,,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
2-DECOR,CLIP_UI_020,TTS_OUTPUT,non,Contre-proposition envoyée,,,,,,,A_TRADUIRE,,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
2-DECOR,CLIP_UI_021,TTS_OUTPUT,non,Création de plantation agricole,,,,,,,A_TRADUIRE,,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
2-DECOR,CLIP_UI_022,TTS_OUTPUT,non,Création en cours...,,,,,,,A_TRADUIRE,,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
2-DECOR,CLIP_UI_023,TTS_OUTPUT,non,Demande acceptée,,,,,,,A_TRADUIRE,,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
2-DECOR,CLIP_UI_024,TTS_OUTPUT,non,Demande refusée,,,,,,,A_TRADUIRE,,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
2-DECOR,CLIP_UI_025,TTS_OUTPUT,non,Document chargé avec succès. En attente de vérification,,,,,,,A_TRADUIRE,,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
2-DECOR,CLIP_UI_026,TTS_OUTPUT,non,Document sauvegardé avec succès,,,,,,,A_TRADUIRE,,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
2-DECOR,CLIP_UI_027,TTS_OUTPUT,non,Document supprimé,,,,,,,A_TRADUIRE,,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
2-DECOR,CLIP_UI_028,TTS_OUTPUT,non,Document tourné,,,,,,,A_TRADUIRE,,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
2-DECOR,CLIP_UI_029,TTS_OUTPUT,non,Début de la formation,,,,,,,A_TRADUIRE,,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
2-DECOR,CLIP_UI_030,TTS_OUTPUT,non,Déclaration de récolte,,,,,,,A_TRADUIRE,,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
2-DECOR,CLIP_UI_031,TTS_OUTPUT,non,Déclarer une récolte,,,,,,,A_TRADUIRE,,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
2-DECOR,CLIP_UI_032,TTS_OUTPUT,non,Déconnexion en cours,,,,,,,A_TRADUIRE,,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
2-DECOR,CLIP_UI_033,TTS_OUTPUT,non,Dépense de,,,,,,,A_TRADUIRE,,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
2-DECOR,CLIP_UI_034,TTS_OUTPUT,non,Dépense enregistrée,,,,,,,A_TRADUIRE,,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
2-DECOR,CLIP_UI_035,TTS_OUTPUT,non,Entre ton code secret à 4 chiffres,,,,,,,A_TRADUIRE,,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
2-DECOR,CLIP_UI_038,TTS_OUTPUT,non,Erreur de synchronisation. Fiche sauvegardée localement.,,,,,,,A_TRADUIRE,,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
2-DECOR,CLIP_UI_039,TTS_OUTPUT,non,Erreur lors de l'enregistrement,,,,,,,A_TRADUIRE,,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
2-DECOR,CLIP_UI_040,TTS_OUTPUT,non,Erreur lors de l'enregistrement de la vente,,,,,,,A_TRADUIRE,,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
2-DECOR,CLIP_UI_042,TTS_OUTPUT,non,Erreur lors de la modification,,,,,,,A_TRADUIRE,,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
2-DECOR,CLIP_UI_043,TTS_OUTPUT,non,Erreur lors de la publication,,,,,,,A_TRADUIRE,,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
2-DECOR,CLIP_UI_044,TTS_OUTPUT,non,"Erreur lors de la publication, réessaie",,,,,,,A_TRADUIRE,,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
2-DECOR,CLIP_UI_045,TTS_OUTPUT,non,Erreur lors du rechargement,,,,,,,A_TRADUIRE,,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
2-DECOR,CLIP_UI_046,TTS_OUTPUT,non,Erreur lors du retrait,,,,,,,A_TRADUIRE,,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
2-DECOR,CLIP_UI_047,TTS_OUTPUT,non,Erreur réseau. Réessaie.,,,,,,,A_TRADUIRE,,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
2-DECOR,CLIP_UI_048,TTS_OUTPUT,non,"Erreur, réessaie",,,,,,,A_TRADUIRE,,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
2-DECOR,CLIP_UI_049,TTS_OUTPUT,non,Export en cours,,,,,,,A_TRADUIRE,,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
2-DECOR,CLIP_UI_050,TTS_OUTPUT,non,Fiche mise à jour,,,,,,,A_TRADUIRE,,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
2-DECOR,CLIP_UI_051,TTS_OUTPUT,non,Fiche mise à jour et synchronisée,,,,,,,A_TRADUIRE,,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
2-DECOR,CLIP_UI_052,TTS_OUTPUT,non,Format de fichier invalide. Utilise une image.,,,,,,,A_TRADUIRE,,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
2-DECOR,CLIP_UI_053,TTS_OUTPUT,non,Identité mise à jour,,,,,,,A_TRADUIRE,,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
2-DECOR,CLIP_UI_054,TTS_OUTPUT,non,Image trop lourde. Maximum 2 mégaoctets.,,,,,,,A_TRADUIRE,,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
2-DECOR,CLIP_UI_055,TTS_OUTPUT,non,Indique le nom du produit,,,,,,,A_TRADUIRE,,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
2-DECOR,CLIP_UI_056,TTS_OUTPUT,non,Informations personnelles enregistrées avec succès,,,,,,,A_TRADUIRE,,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
2-DECOR,CLIP_UI_057,TTS_OUTPUT,non,J'ai compris,,,,,,,A_TRADUIRE,,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
2-DECOR,CLIP_UI_058,TTS_OUTPUT,non,"Je n'ai pas compris. Tape ton numéro, ou réessaie.",,,,,,,A_TRADUIRE,,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
2-DECOR,CLIP_UI_060,TTS_OUTPUT,non,La commande du marchand a été acceptée.,,,,,,,A_TRADUIRE,,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
2-DECOR,CLIP_UI_061,TTS_OUTPUT,non,La quantité doit être supérieure à zéro,,,,,,,A_TRADUIRE,,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
2-DECOR,CLIP_UI_067,TTS_OUTPUT,non,Le produit a été retiré de votre marketplace.,,,,,,,A_TRADUIRE,,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
2-DECOR,CLIP_UI_068,TTS_OUTPUT,non,Le stock disponible ne peut pas dépasser la quantité totale de la récolte,,,,,,,A_TRADUIRE,,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
2-DECOR,CLIP_UI_069,TTS_OUTPUT,non,Livraison déclarée. Le marchand va confirmer la réception.,,,,,,,A_TRADUIRE,,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
2-DECOR,CLIP_UI_070,TTS_OUTPUT,non,Ma Plantation,,,,,,,A_TRADUIRE,,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
2-DECOR,CLIP_UI_071,TTS_OUTPUT,non,Mes revenus,,,,,,,A_TRADUIRE,,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
2-DECOR,CLIP_UI_072,TTS_OUTPUT,non,Mes récoltes,,,,,,,A_TRADUIRE,,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
2-DECOR,CLIP_UI_073,TTS_OUTPUT,non,Mode hors ligne,,,,,,,A_TRADUIRE,,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
2-DECOR,CLIP_UI_074,TTS_OUTPUT,non,Mode édition activé,,,,,,,A_TRADUIRE,,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
2-DECOR,CLIP_UI_075,TTS_OUTPUT,non,Modification en cours...,,,,,,,A_TRADUIRE,,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
2-DECOR,CLIP_UI_076,TTS_OUTPUT,non,Modifications annulées,,,,,,,A_TRADUIRE,,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
2-DECOR,CLIP_UI_077,TTS_OUTPUT,non,Modifier la récolte,,,,,,,A_TRADUIRE,,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
2-DECOR,CLIP_UI_078,TTS_OUTPUT,non,Mon Historique de ventes,,,,,,,A_TRADUIRE,,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
2-DECOR,CLIP_UI_079,TTS_OUTPUT,non,Mon Marché,,,,,,,A_TRADUIRE,,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
2-DECOR,CLIP_UI_082,TTS_OUTPUT,non,Numéro Mobile Money invalide. Dix chiffres requis,,,,,,,A_TRADUIRE,,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
2-DECOR,CLIP_UI_083,TTS_OUTPUT,non,Numéro de téléphone invalide. Format attendu : 07XXXXXXXX,,,,,,,A_TRADUIRE,,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
